timestamp,battery_voltage,battery_current,solar_power,temperature,signal_strength,packet_loss,gyro_x,gyro_y,gyro_z,ROLL,PITCH,YAW,label,fault_type
0.0,7.928881707718552,2.0623290599623685,19.09934242855708,26.27667645744232,-69.15486420192906,0.2062735407126921,0.0,0.0,0.0,45.11747917222481,44.88202321799964,45.16631386432589,0,none
0.0167,8.188964898967964,2.0586105276236664,20.87152217011244,25.113376729917977,-74.76086298422368,0.2560520680110218,6.993106801863224,-7.078027316876535,9.918969599074831,45.23426405581593,44.7638201618078,45.33196065663044,0,none
0.0334,8.10286412420882,2.1539398855104803,19.93630334689876,26.55982203423746,-74.03180013532557,0.7394234467778998,6.949517685147291,-7.093505203274981,9.878888695010806,45.35032100115789,44.64535862491311,45.49693809783712,0,none
0.0501,8.049587380655542,1.9189779466732504,17.67754484748269,24.595492748854536,-74.88004423518353,0.4919204086444255,6.905830751467356,-7.107502505484418,9.837639150323945,45.46564837470739,44.52666333307152,45.66122667164753,0,none
0.0668,8.100002832409283,1.7121047785420322,19.68005954803115,25.410154414688243,-66.87323812194153,0.7029784421297787,6.861735564589838,-7.120278129517322,9.797353894950708,45.58023935863604,44.40775468830858,45.82484248169321,0,none
0.0834999999999999,8.003283406419937,2.412679732432631,20.55912636881742,23.547936552808004,-70.39735762653574,0.439857820147514,6.822989649582544,-7.135095980089376,9.758564675874686,45.69418328578407,44.288598585441086,45.98781051178032,0,none
0.1002,8.123330245982899,1.918468571615615,18.682178133864216,25.268836844277168,-70.08041648584381,0.6978739609121936,6.778173844121405,-7.149425801851304,9.719062003523709,45.8073787889809,44.16920317455017,46.15011884723916,0,none
0.1169,7.967947588224218,1.911259627925964,17.544306434818296,23.139924169860645,-67.3280901261304,0.59180343041924,6.737949573670034,-7.16171257184124,9.678675825560749,45.91990254686119,44.04960257460042,46.31175273352603,0,none
0.1336,7.979429672689408,2.32828027245455,20.409751109952342,24.69703790665621,-74.48156061562904,0.1187270183111459,6.694580665632326,-7.175791136584517,9.639304458637938,46.03170204397725,43.92976686261946,46.47272911798528,0,none
0.1503,8.121222546709154,2.291037579344521,19.865640830909086,25.629724129339643,-72.16693495742521,0.4405374520311836,6.65513156863761,-7.189466943464328,9.602642554368886,46.142842741173496,43.809702764663605,46.63309324864324,0,none
