IMG_NUM,X,Y,Z,ROLL,PITCH,YAW,Q1,Q2,Q3,W
img_000001.jpg,-0.012466,0.053997,0.750592,-123.18356927834267,-13.95161390552584,-137.82103877731902,0.3680624687639454,-0.7938000600516019,0.4790369939047835,-0.0702498556591499
img_000002.jpg,0.075684,0.052075,0.526944,-36.09860840750144,13.752688446938798,-136.43060315898907,0.008453246350619,-0.3278853697466201,0.8627718613091605,-0.3847654379818758
img_000003.jpg,0.274766,0.034928,1.609388,-164.31446336811115,89.92134509014318,-91.95771152484907,0.4177875438836955,-0.5710642698181845,-0.4170240379324015,-0.5704648277494483
img_000004.jpg,-0.174484,-0.184005,1.116277,55.74774378321936,-3.698581275004229,29.333734929331293,0.4592793879113663,0.0907184644657296,0.2383013554714206,0.8509083781613769
img_000005.jpg,0.409812,-0.148486,1.846532,-76.68387939977285,56.97959513069856,-44.76734717735657,0.3616803834603269,-0.5535623838996595,-0.0111080285913987,-0.7500883941590681
img_000006.jpg,-0.312699,-0.161743,1.343994,-110.98800112080872,-71.39191481942491,100.1426868676461,0.1760715951102385,0.7253578150889358,-0.0441838008552541,-0.6640049888568041
img_000007.jpg,-0.093324,0.015568,0.729811,126.9992059719006,-80.75630912218557,-96.37000259081408,0.2390986449771318,-0.7008329976607899,0.1332072206462861,0.6587266380886554
img_000008.jpg,-0.061412,-0.100247,1.59349,58.29633168403252,37.79664653185183,45.062039000774845,0.3172488388502094,0.4378586514255376,0.1709029008467575,0.8236656931681486
img_000009.jpg,0.004586,0.065011,0.724851,-22.65715305176333,-12.868531106118946,-153.06060258242954,0.1523250964586739,-0.1642341749538058,0.9526672090336864,-0.2055465630898865
img_000010.jpg,0.194124,0.138097,1.687922,15.77186750598034,-38.21975781801943,-69.81074028015016,0.0792451780389732,0.3401286944162649,0.4987393317175949,-0.7932791135471459
img_000011.jpg,-0.206841,-0.096635,0.866701,-89.13383103464446,18.575459525585373,-138.7845102958083,0.1361291508395178,-0.6886974303738389,0.6182397116817228,-0.3534746986530769
img_000012.jpg,-0.027037,-0.068159,1.419538,-101.67608833288556,7.461472979980881,-125.46622133467352,0.3179441529965686,-0.7065720001300858,0.5370390206073979,-0.3335515170892069
img_000014.jpg,-0.081815,-0.41212,1.718397,156.70346970592402,-65.7171333520257,159.38093566471966,0.2550148997067136,0.7898253588685382,0.261964165559693,-0.4924612465751731
img_000015.jpg,0.435019,-0.19019,1.781758,128.01924739605576,47.50171439656711,71.44977828639588,0.5648677953975986,0.6236781381557307,-0.0597024527417723,0.5370154288713451
img_000016.jpg,0.457765,0.337082,1.613705,-121.12417538618097,83.90409313637211,-165.2031947048081,0.2424223199873963,0.6845996794952633,-0.2875047667157412,0.6244162928068407
img_000017.jpg,-0.374249,-0.257048,1.639484,-88.46023583571368,58.00448696177283,-92.73117751918096,0.1695398325021073,-0.6812763620459936,0.2201959582269377,-0.6772241162961155
img_000018.jpg,-0.034151,-0.036847,0.545604,143.5681442369039,-57.21362417785089,5.666459741761066,0.8403076980274186,-0.1082679627411874,0.4678107714898722,0.2516229380596774
img_000019.jpg,0.06143,-0.031591,0.710466,-51.99376589905217,-27.46045364160097,26.516643696189988,0.3655209344353853,0.3053017637310835,-0.09898284088734,-0.8737205942187948
img_000020.jpg,0.018999,0.225134,1.067988,70.6927952339218,5.899784898420416,-76.89838161081745,0.4785738182951784,-0.3263835374210272,-0.529844046016006,0.6194402100641345
img_000022.jpg,-0.322096,0.302492,1.844507,49.28396735604096,-62.24559642306251,125.07026753835686,0.5814718210009573,0.1000285576968328,0.7897976742116989,0.1676437974895379
img_000023.jpg,-0.151068,0.01497,1.418888,-26.422068156792857,-53.815575819023415,76.95401533700483,0.1145852600070026,-0.4717126531383021,0.4591866089160833,0.7439791994743531
img_000024.jpg,0.055347,0.038007,1.149413,-107.68736772576835,86.90132357597156,-1.5608036202623676,0.5805723645802173,-0.4136996729164925,-0.549394881151189,-0.4358366376056438
img_000027.jpg,0.146297,0.104373,0.870112,83.6868139106438,-14.473893077369413,-13.328180757898322,0.6464207660099386,-0.1700108470249436,-0.0022954472363926,0.7437951573430485
img_000029.jpg,-0.061537,0.054838,1.240223,-32.188680799166825,71.82687946657657,-147.88103050617212,0.479468993172689,0.3716635676589688,-0.7028106759296618,0.3715276986447536
img_000030.jpg,0.512948,-0.222952,1.706204,-151.1949792076534,-42.51450517891995,-37.97805127493447,0.8828931257972156,-0.2084460274756915,0.4074794670492684,-0.1049307675701915
img_000031.jpg,-0.209518,-0.230972,1.700879,-74.44392267358018,40.16912893732204,-102.96500848954678,0.1398422311456469,-0.6148004500055947,0.4557855831685007,-0.6282706894618557
img_000032.jpg,-0.041507,-0.280969,1.785969,-164.67227737035702,83.70835360897992,-55.59226457187955,0.6115185330362102,-0.4229547403236016,-0.5386520106762325,-0.3962428331029953
img_000033.jpg,-0.127954,0.116607,1.565961,90.16821671002516,-40.23342885722403,-148.98343398244282,0.0562082438865547,0.7056637348032141,0.5737341481251053,-0.4119568593650657
img_000034.jpg,-0.263735,-0.039869,1.77016,167.67836961263427,16.774959956953694,-161.2745632399637,0.1754602343262404,-0.9679407135663396,-0.1283503179299072,-0.1258200185906746
img_000036.jpg,-0.179394,0.075686,0.968719,-114.02562560999591,-48.84703403336391,149.8692772579018,0.0188715962051952,-0.7959957295037342,0.3885460801850621,0.4637527412763287
img_000037.jpg,-0.217388,-0.369859,1.576257,-42.5379797995237,17.14770087270734,85.11586053544326,0.3581741048253861,0.1402620762494624,-0.6630598349943618,-0.6421756113525121
img_000038.jpg,0.345499,-0.106444,1.423663,145.17303038395744,-24.72941037289179,77.92066195880466,0.7650291036068643,0.5362188900594548,0.342683305585797,0.0988328116096848
img_000039.jpg,-0.264023,0.154966,1.330842,-52.77468286177304,-61.40219222705114,130.55711221770426,0.2556313500906108,-0.5383959611738451,0.6047668591052694,0.5282418460993887
img_000040.jpg,-0.000158,0.063523,0.620833,-174.58607533895056,-46.25275314453938,129.07693925508858,0.3781693763073409,0.8373677654795381,0.1294470872469288,-0.3728895275579726
img_000042.jpg,0.294884,-0.001644,1.307743,-125.26351411393723,-38.15030658628243,-110.21117981890782,0.6033637513878879,-0.602461093005731,0.5223817255051761,-0.0104951314288962
img_000044.jpg,-0.015305,-0.18096,1.079752,123.58587173081438,-32.46751983245486,-70.72298263454931,0.6135453477258339,-0.5974299520738638,-0.0617280170758188,0.512668714236488
img_000045.jpg,-0.085939,0.102888,0.985062,-52.38264015951282,-0.0879661177904737,79.2922041048823,0.339415278065264,0.2821436412145727,-0.5722717180202797,-0.6911565057873499
img_000046.jpg,0.01997,0.035252,0.562158,17.487881879667874,11.986706402073606,165.90522953173843,0.0838706152416269,-0.1627072821728073,-0.9736013486508815,-0.1363542230079952
img_000047.jpg,-0.069591,0.123101,0.919638,-6.410462229828095,-79.81724408000416,52.34176140030559,0.2440274904300779,-0.5938088945987945,0.3055920600029084,0.7031749949144487
img_000048.jpg,0.255866,-0.137608,1.72438,114.31881935022388,-82.54605674145165,33.238322263240214,0.7073958264142,-0.1621828362985712,0.6476450565270615,0.2320425675129045
img_000049.jpg,0.289998,-0.087857,1.511384,-111.79500522714416,-48.15000438969495,61.40328546659286,0.5332675070536302,0.5826524381457336,0.0290768967592869,-0.6126144271223852
img_000050.jpg,0.385066,-0.036651,1.505045,-166.84004892543598,50.73978512836257,-146.60603349908428,0.2108648281048183,-0.8738695188419093,-0.023116586472817,-0.4374399521502125
img_000051.jpg,0.06351,0.008115,0.954813,-116.30738101461075,30.186523740882983,-118.49896004241084,0.3012738118796614,-0.7750986003710202,0.3247177750910914,-0.4505714333136038
img_000053.jpg,0.386212,-0.047066,1.831127,119.65940886595602,78.36355147218026,-94.66725507797172,0.6876469456580947,-0.2775731741016825,-0.6566271618641798,-0.1376066184760115
img_000054.jpg,-0.047203,0.288606,1.767869,125.63782429386528,51.55055932268216,76.57021173690977,0.505711668150797,0.6522357838957642,-0.0487654329690464,0.5625532183263711
img_000056.jpg,0.163407,-0.027022,0.981105,-107.12179427595278,-13.277319510913465,175.50465345158224,0.0372743913410051,-0.8011727821049307,0.5858840075283052,0.116072058166363
img_000057.jpg,-0.055787,-0.025813,1.993441,-82.01225747151328,70.97678489173339,-17.99122173847104,0.4591793237849018,-0.5162432118544442,-0.2801539041006802,-0.6664541130789086
img_000058.jpg,-0.253619,0.071538,1.192285,-14.92700874008266,-81.97152928684183,-95.0770658608193,0.5459533689284356,0.3666863211853413,0.6096892795509741,-0.4424421354390494
img_000059.jpg,0.176286,0.10259,1.265705,-39.35558787778112,-16.802066801510083,-24.07338743094409,0.3544816212433203,0.0650765854737265,0.2423676638713134,-0.900758421405734
img_000061.jpg,0.393384,0.088354,1.475138,-121.06098865022553,20.48233974480812,125.94965177285648,0.4672062008444732,0.7234530403939657,-0.5015928288030217,-0.0820895750420436
img_000064.jpg,0.039998,0.013094,0.543982,47.06803849355861,4.983284126843756,-15.836488729721223,0.4006033804172192,-0.0154770103849342,-0.1433753378314172,0.9048319768054002
img_000065.jpg,-0.001337,-0.166275,1.104251,-123.7385464283046,30.50251859968452,7.154287551477457,0.8568964796831529,-0.0706991673649929,-0.2599082042216502,-0.4395199383632029
img_000066.jpg,0.219999,-0.043038,0.909201,-64.54645874746441,-79.07741375641297,-95.0439038223135,0.6750619355323814,0.0597793514015524,0.7104618162886969,-0.1896360196192978
img_000067.jpg,-0.459802,0.463089,1.987636,84.96833238318469,48.8635302214263,108.03913587729464,0.1144351451877695,0.676798037591614,0.3792126340437485,0.620521387253974
img_000068.jpg,0.100775,-0.027196,0.7648,-16.326685421575554,-59.76531663036968,40.219918379727,0.0539544412767831,-0.5054406214781845,0.228657384616754,0.8302617038539611
img_000069.jpg,-0.226236,0.172017,0.982284,-33.53701133588385,-40.616074671024265,176.20914454618875,0.323178193909802,-0.2814153333311811,0.894158447435486,0.1297764848771142
img_000070.jpg,-0.427546,-0.042461,1.902008,159.860939478831,40.76454770274106,-34.18838645144854,0.9000767621871532,-0.2130906928788322,-0.3759443124424994,0.0558574321039402
img_000071.jpg,0.06272,0.265965,1.60419,39.49720108067499,-37.70544742347993,6.84383857045788,0.3373494478077476,-0.2845025959604775,0.1621550323045127,0.8825867484014699
img_000072.jpg,0.334805,-0.297543,1.393064,-120.18581727381104,83.36248983259775,-168.35834309094557,0.264191053407445,0.6776888090059474,-0.3119979536583252,0.6112268338027892
